pair_id,type,perturbations,CAE_NAME_1,WIN_NAME_1,VALUE_EURO_1,CPV_1,COUNTRY_1,CAE_NAME_2,WIN_NAME_2,VALUE_EURO_2,CPV_2,COUNTRY_2,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match,label
non_725,real_non_duplicate,none,"ÄeskÃ¡ poÅ¡ta, s.p.",MP-CENTRUM s.r.o.,610600.02,30199330,CZ,franceagrimer,marin montejano ,32474722.26,15000000,FR,0.12121212121212122,0.0,0.12121212121212122,0.24242424242424243,0.0,0.24242424242424243,0.018802316925496623,0,0,0
dup_1994,synthetic_duplicate,"encoding,abbreviation",OSNOVNA Å OLA Å MARJE PRI JELÅ AH,"IMPULS trgovina in druge storitve, DomÅ¾ale, d.o.o.---NEKTAR NATURA, proizvodnja pijaÄ, d.o.o.",628847.66,15000000,SI,OSNOVNA Å OLA Å MARJE PRI JELÅ AH,impuls trgovina in druge storitve domå¾ale d o o nektar natura proizvodnja pijaã¤ d o o,628847.66,15000000,SI,1.0,1.0,1.0,0.8791208791208791,0.2777777777777778,0.8791208791208791,1.0,1,1,1
dup_1927,synthetic_duplicate,case,Rhein-Sieg-Kreis,Malteser Hilfsdienst e.V. NRW,167496770.0,75252000,DE,Rhein-Sieg-Kreis,malteser hilfsdienst e v nrw,167496770.0,75252000,DE,1.0,1.0,1.0,0.9473684210526316,0.5,0.9473684210526316,1.0,1,1,1
non_941,real_non_duplicate,none,MaÅopolski OddziaÅ WojewÃ³dzki NFZ w Krakowie,"Samodzielny Publiczny ZakÅad Opieki Zdrowotnej w Bochni ""Szpital Powiatowy"" im. BÅ. Marty Wieckiej",260996.78,85121200,PL,Samodzielny Publiczny ZakÅad Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Åodzi,SINMED SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,1128350.61,33100000,PL,0.3354838709677419,0.058823529411764705,0.3354838709677419,0.3178807947019867,0.0,0.3178807947019867,0.23130822785658792,0,1,0
non_800,real_non_duplicate,none,Samodzielny Publiczny ZakÅad Opieki Zdrowotnej WojewÃ³dzki Szpital ZakaÅºny w Warszawie,Urtica Sp. z o.o.,1826276.8,33600000,PL,Centrum Pulmonologii i Torakochirurgii,EURO-MEBLE MAÅGORZATA MASÅOÅ,96355.18,39290000,PL,0.2857142857142857,0.0,0.2857142857142857,0.29166666666666663,0.0,0.29166666666666663,0.05276044682821355,0,1,0
dup_917,synthetic_duplicate,"word_drop,case",Magyar HonvÃ©dsÃ©g EgÃ©szsÃ©gÃ¼gyi KÃ¶zpont,SzamosMediko Kft.,126545.27,33124100,HU,MAGYAR HONVÃ DSÃ G EGÃ szsã KÃ ZPONT,Szamosmediko Kft,126545.27,33124100,HU,0.810126582278481,0.09090909090909091,0.810126582278481,0.9696969696969697,0.3333333333333333,0.9696969696969697,1.0,1,1,1
dup_1919,synthetic_duplicate,"word_drop,abbreviation,encoding",AGENCJA MIENIA WOJSKOWEGO,NieruchomoÅci Sebastian MrÃ³z ---Piotr Jasnowski,6302.99,70000000,PL,mienia wojskowego,nieruchomoå ci sebastian piotr jasnowski,6302.99,70000000,PL,0.8095238095238095,0.6666666666666666,0.8095238095238095,0.8764044943820225,0.25,0.8764044943820225,1.0,1,1,1
dup_1555,synthetic_duplicate,"word_drop,encoding,case",Halmstads kommun,HallandsÃ¥sens UtemiljÃ¶ AB,5644615.04,45236210,SE,Halmstads Kommun,sens UTEMILJÃ ab,5644615.04,45236210,SE,1.0,1.0,1.0,0.7441860465116279,0.2,0.7441860465116279,1.0,1,1,1
dup_791,synthetic_duplicate,encoding,"SPITAL CLINIC DE BOLI INFECTIOASE ""SF. PARASCHEVA"", IASI",S.C. FARMACIA OMNIA S.R.L.,669206.81,33140000,RO,"SPITAL CLINIC DE BOLI INFECTIOASE ""SF. PARASCHEVA"", IASI",s c farmacia omnia s r l,669206.81,33140000,RO,1.0,1.0,1.0,0.84,0.25,0.84,1.0,1,1,1
non_1609,real_non_duplicate,none,departement du puy de dome,transfair,74000000.0,85311300,FR,Thisted Kommune ,NykÃ¸bing Dag-Og Industrirenovation,2800002.15,90513000,DK,0.33333333333333337,0.0,0.33333333333333337,0.2272727272727273,0.0,0.2272727272727273,0.03783786689189189,0,0,0
dup_536,synthetic_duplicate,word_order,Uniwersytecki Szpital Kliniczny w BiaÅymstoku,Baxter Polska Sp. z o.o.,3081811.07,33181520,PL,Uniwersytecki Szpital Kliniczny w BiaÅymstoku,z polska sp baxter o o,3081811.07,33181520,PL,1.0,1.0,1.0,0.6086956521739131,0.42857142857142855,0.6086956521739131,1.0,1,1,1
non_1745,real_non_duplicate,none,Bundesstadt Bonn - Referat Vergabedienste,F. J. Peterhoff GmbH,20890645.75,90911200,DE,SERVICIO ANDALUZ DE SALUD. COMPLEJO HOSPITALARIO TORRECÃRDENAS,"Iberdrola Clientes, S.A.U.",16814335.41,9310000,ES,0.34615384615384615,0.0,0.34615384615384615,0.21739130434782605,0.0,0.21739130434782605,0.8048738948148599,0,0,0
dup_1300,synthetic_duplicate,"word_drop,word_order,encoding","UÅ¾daroji akcinÄ bendrovÄ ""GRINDA""",UAB âKomuvaâ,120000.0,50100000,LT,"UÅ¾daroji akcinÄ bendrovÄ ""GRINDA""",uab â,120000.0,50100000,LT,1.0,1.0,1.0,0.47619047619047616,0.3333333333333333,0.47619047619047616,1.0,1,1,1
dup_1863,synthetic_duplicate,"word_order,abbreviation",Szpital Specjalistyczny im. Stefana Å»eromskiego SPZOZ w Krakowie,ZakÅady Techniki Medycznej Sp. z o.o.,87722.2,50421000,PL,Szpital Specjalistyczny im. Stefana Å»eromskiego SPZOZ w Krakowie,zakå ady medycznej techniki sp z o o,87722.2,50421000,PL,1.0,1.0,1.0,0.6756756756756757,0.3,0.6756756756756757,1.0,1,1,1
dup_1490,synthetic_duplicate,"word_order,abbreviation",Autostrade per l'Italia Spa,EN.CO & PARTNERS SRL---ing. Federico  Murrone (mandante),285749.19,71632000,IT,Autostrade per l'Italia Spa,en partners co srl ing federico murrone mandante,285749.19,71632000,IT,1.0,1.0,1.0,0.8461538461538461,0.25,0.8461538461538461,1.0,1,1,1
non_438,real_non_duplicate,none,Abtei MÃ¼nsterschwarzach,Weipert GmbH,114429.15,45442100,DE,PuntoZero S.c.ar.l. - CRAS - Centrale regionale acquisti in sanitÃ ,EUROMEDICAL SRL,18468082.44,33190000,IT,0.2417582417582418,0.0,0.2417582417582418,0.2222222222222222,0.0,0.2222222222222222,0.0061960493392729295,0,0,0
dup_382,synthetic_duplicate,word_drop,Regionalny Szpital Specjalistyczny im Dr. WÅadysÅawa BiegaÅskiego,Salus International Sp. z o.o.,1988621.44,33600000,PL,Regionalny Szpital Specjalistyczny im Dr. WÅadysÅawa BiegaÅskiego,salus sp z o o,1988621.44,33600000,PL,1.0,1.0,1.0,0.5909090909090908,0.2857142857142857,0.5909090909090908,1.0,1,1,1
dup_886,synthetic_duplicate,abbreviation,ville des Trois-Ilets,artiste antillais associÃ©s ,600000.0,79952000,FR,ville des trois ilets,artiste antillais associã s,600000.0,79952000,FR,0.9523809523809523,0.4,0.9523809523809523,0.9454545454545454,0.4,0.9454545454545454,1.0,1,1,1
non_1218,real_non_duplicate,none,CzÄstochowskie PrzedsiÄbiorstwo Komunalne Sp. z o.o. w Sobuczynie,Mo-BRUK S.A.,1607733.51,90500000,PL,MINISTRSTVO ZA NOTRANJE ZADEVE,"LAB COMMERCE trgovina, posredovanje in zastopstva d.o.o.",2525870.0,35811200,SI,0.28865979381443296,0.0,0.28865979381443296,0.20588235294117652,0.0,0.20588235294117652,0.6365068313096082,0,0,0
non_901,real_non_duplicate,none,ConsellerÃ­a de Infraestructuras y Movilidad - SecretarÃ­a General TÃ©cnica,COMBINA SOCIAL S.L,69907.18,75110000,ES,"ELES, d.o.o., sistemski operater prenosnega elektroenergetskega omreÅ¾ja",BENT EXCELLENT trgovina in storitve d.o.o. DomÅ¾ale,231681.43,34100000,SI,0.36734693877551017,0.0,0.36734693877551017,0.34782608695652173,0.0,0.34782608695652173,0.30173838274392556,0,0,0
non_434,real_non_duplicate,none,KrakÃ³w5020 sp. z o.o.,ITM Poland S.A. - partner konsorcjum---Impel Facility Services sp. z o.o. - Lider konsorcjum---Impel Provider sp. z o.o. - partner konsorcjum---Impel Safety sp. z o.o. - partner konsorcjum---Impel Technical Security Sp. z o.o. - partner konsorcjum,1043389.12,79710000,PL,DÃ©partement des Alpes-Maritimes,EUROP DIGITAL SOLUTIONSEDS---EUROP ELEC,3200000.0,45310000,FR,0.14814814814814814,0.0,0.14814814814814814,0.21678321678321677,0.0,0.21678321678321677,0.3260591,0,0,0
non_344,real_non_duplicate,none,SPITALUL MUNICIPAL FALTICENI,B.BRAUN MEDICAL,2175096.89,33690000,RO,"SPITALUL JUDETEAN DE URGENTA ""SF. PANTELIMON"" FOCSANI",MEDIPLUS EXIM,3837492.88,33621400,RO,0.49382716049382713,0.1111111111111111,0.49382716049382713,0.3571428571428571,0.0,0.3571428571428571,0.5668015441373275,0,1,0
dup_1199,synthetic_duplicate,"case,abbreviation",VieÅ¡oji Ä¯staiga Vilniaus miesto klinikinÄ ligoninÄ,"UAB ,,Neomedika""",402204.9,33140000,LT,vieå oji ä staiga vilniaus miesto klinikinä ligoninä,uab neomedika,402204.9,33140000,LT,0.9433962264150944,0.16666666666666666,0.9433962264150944,0.896551724137931,0.3333333333333333,0.896551724137931,1.0,1,1,1
dup_487,synthetic_duplicate,word_drop,Uniwersyteckie Centrum Kliniczne im. prof. K. GibiÅskiego ÅlÄskiego Uniwersytetu Medycznego w Katowicach,Centrum diabetologii Sp z o.o.,1472561.18,33140000,PL,Uniwersyteckie Centrum Kliniczne im. prof. K. GibiÅskiego ÅlÄskiego Uniwersytetu Medycznego w Katowicach,centrum sp z o o,1472561.18,33140000,PL,1.0,1.0,1.0,0.6521739130434783,0.5,0.6521739130434783,1.0,1,1,1
non_555,real_non_duplicate,none,London Borough of Bromley,M E Horstead ,56352.95,45300000,UK,WojewÃ³dzki Szpital Specjalistyczny im. J. Gromkowskiego,Urtica sp zoo,535594.16,33600000,PL,0.24691358024691357,0.0,0.24691358024691357,0.3076923076923077,0.0,0.3076923076923077,0.10521576635563015,0,0,0
non_1136,real_non_duplicate,none,departement des hautes-alpes,centre Populaire Enseignement,2510000.0,85310000,FR,rÃ©gion Nouvelle Aquitaine,cfti transports david---pullmans landais,90652318.61,60112000,FR,0.37037037037037035,0.0,0.37037037037037035,0.34782608695652173,0.0,0.34782608695652173,0.027688205205190615,0,1,0
dup_254,synthetic_duplicate,encoding,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",B.BRAUN MEDICAL,1644708.09,33651100,RO,spitalul universitar de urgenta militar central dr carol davila,b braun medical,1644708.09,33651100,RO,0.9767441860465116,0.6363636363636364,0.9767441860465116,0.9333333333333333,0.25,0.9333333333333333,1.0,1,1,1
dup_1782,synthetic_duplicate,"case,encoding,word_drop",Muuramen kunta,Sweco Rakennetekniikka Oy,561227.0,71000000,FI,Muuramen kunta,Rakennetekniikka Oy,561227.0,71000000,FI,1.0,1.0,1.0,0.8636363636363636,0.6666666666666666,0.8636363636363636,1.0,1,1,1
non_937,real_non_duplicate,none,ville de SamoÃ«ns,scea Guebey Horticulture,312000.0,3120000,FR,Autostrade per l'Italia S.p.A.,Iconia Ingegneria Civile S.r.l. (mandante)---Ing. Renato Vitaliani (mandante)---SMQ Servizi e Controlli Tecnici S.r.l. (mandante)---Studio Martini Ingegneria S.r.l. (mandataria),2098781.84,71632000,IT,0.25531914893617025,0.0,0.25531914893617025,0.17910447761194026,0.0,0.17910447761194026,0.14865766134130454,0,0,0
non_1461,real_non_duplicate,none,VÅ¡Ä® Vilniaus universiteto ligoninÄ Santaros klinikos,"UAB ""Ilsanta""",72429.3,33168000,LT,HRVATSKE Å UME d.o.o.,MEÄIMURJE-PLIN d.o.o. ÄAKOVEC,702382.7,9123000,HR,0.23684210526315785,0.0,0.23684210526315785,0.18181818181818177,0.0,0.18181818181818177,0.10311942478082106,0,0,0
non_1091,real_non_duplicate,none,Valsts reÄ£ionÄlÄs attÄ«stÄ«bas aÄ£entÅ«ra,"SIA ""IPRO""",5900486.55,72200000,LV,PENITENCIARUL CRAIOVA,PARHAN COM S.R.L.,240811.24,15800000,RO,0.2153846153846154,0.0,0.2153846153846154,0.2222222222222222,0.0,0.2222222222222222,0.04081209879209029,0,0,0
non_1057,real_non_duplicate,none,NÃ¡rodnÃ­ technickÃ¡ knihovna,EBSCO Information Services s.r.o.,58716.05,64216200,CZ,"Institutul de Diabet, Nutritie si Boli Metabolice ""Prof. dr. N. C. Paulescu""",BIO EEL S.R.L.---FELSIN FARM S.R.L.---MEDIPLUS EXIM---PHARM AHEAD S.R.L.---Pharma,1516945.62,33690000,RO,0.20952380952380956,0.0,0.20952380952380956,0.33333333333333337,0.0,0.33333333333333337,0.03870675996941802,0,0,0
dup_565,synthetic_duplicate,"encoding,case",VieÅ¡oji Ä¯staiga Å ilutÄs ligoninÄ,"UAB ,,Labochema LT""",16084.65,33141000,LT,vieå oji ã¤ staiga å ilutä s ligoninä,UAB labochema LT,16084.65,33141000,LT,0.8378378378378378,0.08333333333333333,0.8378378378378378,0.9142857142857143,0.2,0.9142857142857143,1.0,1,1,1
dup_1926,synthetic_duplicate,"case,word_drop,word_order","Servicio Madrileno de Salud, Hospital Universitario La Paz","SOCIAL MOBEL,S.L.",592450.0,39100000,ES,madrileno DE salud HOSPITAL PAZ la UNIVERSITARIO,L S Mobel,592450.0,39100000,ES,0.7735849056603774,0.6666666666666666,0.7735849056603774,0.5384615384615384,0.0,0.5384615384615384,1.0,1,1,1
dup_1450,synthetic_duplicate,abbreviation,Polska Grupa GÃ³rnicza S.A.,HYDRO-REM Sp. z o.o.---MATIX Sp. z o.o.,6655030.57,44461100,PL,Polska Grupa GÃ³rnicza S.A.,hydro rem sp z o o matix sp z o o,6655030.57,44461100,PL,1.0,1.0,1.0,0.8055555555555556,0.1,0.8055555555555556,1.0,1,1,1
non_534,real_non_duplicate,none,Uniwersytecki Szpital DzieciÄcy w Krakowie,KOMTUR POLSKA SP. Z O.O.,755527.66,33600000,PL,Zentrum fÃ¼r Psychiatrie Calw,IGT Mikrolink GmbH,0.01,45315300,DE,0.33333333333333337,0.0,0.33333333333333337,0.2857142857142857,0.0,0.2857142857142857,1.323578279053344e-08,0,0,0
non_1231,real_non_duplicate,none,Rijksvastgoedbedrijf,Kraaijvanger,1210760.0,71221000,NL,Stichting Pantar Amsterdam,HuurMaat B.V.,141000.0,90910000,NL,0.26086956521739135,0.0,0.26086956521739135,0.31999999999999995,0.0,0.31999999999999995,0.11645577984076118,0,1,0
dup_1477,synthetic_duplicate,word_order,Polska Grupa GÃ³rnicza S.A.,PrzedsiÄbiorstwo Kompletacji i MontaÅ¼u SystemÃ³w Automatyki Carboautomatyka S.A.,10669364.84,42419800,PL,gã³rnicza grupa polska s a,systemã³w biorstwo kompletacji i montaå¼u przedsiä automatyki carboautomatyka s a,10669364.84,42419800,PL,0.4528301886792453,0.5,0.4528301886792453,0.7852760736196319,0.5,0.7852760736196319,1.0,1,1,1
non_1692,real_non_duplicate,none,DolnoÅlÄski Szpital Specjalistyczny im. T. Marciniaka - Centrum Medycyny Ratunkowej,"SUN-MED S.C. Dominik Siekierski, SÅawomir Naparty",72144.51,33190000,PL,"SÃ¤chsisches Staatsministerium der Justiz und fÃ¼r Demokratie, Europa und Gleichstellung",juris GmbH,985858.8,72321000,DE,0.32369942196531787,0.0,0.32369942196531787,0.16666666666666663,0.0,0.16666666666666663,0.07317935387907476,0,0,0
non_1110,real_non_duplicate,none,DASmakkelijk B.V. namens Stichting openbaar onderwijs Marenland,Four IT B.V.,502115.7,30230000,NL,"OSNOVNA Å OLA IVANA SKVARÄE Zagorje ob Savi, C. 9. avgusta 44","ENGROTUÅ  podjetje za trgovino, d.o.o.---IMPULS trgovina in druge storitve, DomÅ¾ale, d.o.o.",901632.72,15000000,SI,0.30400000000000005,0.0,0.30400000000000005,0.17307692307692313,0.0,0.17307692307692313,0.5568960496464681,0,0,0
non_1013,real_non_duplicate,none,"Centrum Sztuki WspÃ³Åczesnej ""Znaki Czasu""",PrzedsiÄbiorstwo Handlowe Blik Krzysztof Fidler,373986.04,31500000,PL,ville de Saint-Pierre,sas dmp,2134032.95,34100000,FR,0.21875,0.0,0.21875,0.18181818181818177,0.0,0.18181818181818177,0.17524848433104087,0,0,0
dup_863,synthetic_duplicate,abbreviation,rÃ©gion Ile de France,sarl Nc2e---scop eti,72000000.0,45311200,FR,rÃ©gion Ile de France,sarl nc2e scop eti,72000000.0,45311200,FR,1.0,1.0,1.0,0.8947368421052632,0.4,0.8947368421052632,1.0,1,1,1
non_1512,real_non_duplicate,none,Bajcsy-Zsilinszky KÃ³rhÃ¡z Ã©s RendelÅintÃ©zet,STAPLECARE Kereskedelmi Ã©s SzolgÃ¡ltatÃ³ KorlÃ¡tolt FelelÅssÃ©gÅ± TÃ¡rsasÃ¡g,254601.45,33141125,HU,Sectoral Procurement Directorate,Fal-Con Limited,151200.0,3419100,MT,0.2784810126582279,0.0,0.2784810126582279,0.19354838709677424,0.0,0.19354838709677424,0.5938693593457539,0,0,0
dup_363,synthetic_duplicate,"abbreviation,case,encoding",grand Port Maritime de la Guyane,sas geg experts---sas valgo ,234930.0,71330000,FR,grand Port Maritime de la Guyane,Sas Geg Experts Sas Valgo,234930.0,71330000,FR,1.0,1.0,1.0,0.9056603773584906,0.6,0.9056603773584906,1.0,1,1,1
dup_1688,synthetic_duplicate,"case,encoding",Spitalul Clinic de Urgenta Bucuresti,ALLIANCE HEALTHCARE ROMANIA---FARMEXIM S.A.---MEDIPLUS EXIM,6701130.33,33690000,RO,spitalul clinic de urgenta bucuresti,Alliance Healthcare Romania Farmexim S A Mediplus Exim,6701130.33,33690000,RO,1.0,1.0,1.0,0.9026548672566371,0.3,0.9026548672566371,1.0,1,1,1
dup_1779,synthetic_duplicate,case,"Servicio Madrileno de Salud, Hospital Universitario La Paz",GESTIÃN DE PROYECTOS Y TECNOLOGÃA MÃDICA S.L.,177000.0,79410000,ES,servicio madrileno de salud hospital universitario la paz,gestiã n de proyectos y tecnologã a mã dica s l,177000.0,79410000,ES,0.991304347826087,0.7777777777777778,0.991304347826087,0.9052631578947369,0.2,0.9052631578947369,1.0,1,1,1
dup_1418,synthetic_duplicate,"encoding,word_order",Ãvre Romerike InnkjÃ¸pssamarbeid,Udnes & Holter EntreprenÃ¸r AS,20093837.23,71310000,NO,Ãvre Romerike InnkjÃ¸pssamarbeid,udnes holter entreprenã as r,20093837.23,71310000,NO,1.0,1.0,1.0,0.896551724137931,0.42857142857142855,0.896551724137931,1.0,1,1,1
dup_1848,synthetic_duplicate,"abbreviation,word_order,case",Departamento de Hacienda y AdministraciÃ³n PÃºblica,"ACCIONA FACILITY SERVICES, S.A.",12704062.54,90910000,ES,Departamento de Hacienda y AdministraciÃ³n PÃºblica,ACCIONA serv. FACILITY s a,12704062.54,90910000,ES,1.0,1.0,1.0,0.7017543859649122,0.2857142857142857,0.7017543859649122,1.0,1,1,1
non_443,real_non_duplicate,none,WojewÃ³dzki Szpital Specjalistyczny im. Stefana KardynaÅa WyszyÅskiego Samodzielny Publiczny ZakÅad Opieki Zdrowotnej,"Urtica Sp. z o.o.,  ",9826098.97,33600000,PL,APRICA S.p.A.,Tecme ETE S.r.l.,252800.0,34144750,IT,0.13533834586466165,0.0,0.13533834586466165,0.38888888888888884,0.0,0.38888888888888884,0.025727402173723473,0,0,0
dup_381,synthetic_duplicate,"word_order,abbreviation",Samodzielny Publiczny ZakÅad Opieki Zdrowotnej WojewÃ³dzki Szpital Specjalistyczny Nr 3 w Rybniku,ZTM INNOVATIONS Sp. z o. o.,18423.9,50421000,PL,samodzielny publiczny zakå ad opieki zdrowotnej szpital wojewã³dzki specjalistyczny nr 3 w rybniku,o innovations sp z ztm o,18423.9,50421000,PL,0.9081632653061225,0.7857142857142857,0.9081632653061225,0.7843137254901961,0.42857142857142855,0.7843137254901961,1.0,1,1,1
non_1032,real_non_duplicate,none,cci de rÃ©gion Nord de France,globÃ©o Travel,1040000.0,63500000,FR,Regionalniederlassung Ville-Eifel,Oevermann Verkehrswegebau GmbH,8640269.64,45233124,DE,0.3870967741935484,0.0,0.3870967741935484,0.2272727272727273,0.0,0.2272727272727273,0.12036661392896066,0,0,0
dup_1679,synthetic_duplicate,word_drop,Samodzielny Publiczny Specjalistyczny Szpital Zachodni im. Åw. Jana PawÅa II,Bialmed Sp.  zo. o. ,1874917.4,33600000,PL,samodzielny publiczny szpital zachodni im å w jana pawå a ii,sp zo o,1874917.4,33600000,PL,0.8405797101449275,0.4,0.8405797101449275,0.5185185185185186,0.0,0.5185185185185186,1.0,1,1,1
dup_968,synthetic_duplicate,"word_order,abbreviation","Instytut Chemii Bioorganicznej Polskiej Akademii Nauk, PoznaÅskie Centrum Superkomputerowo-Sieciowe",Alma S.A.,629695.69,38624000,PL,instytut chemii nauk polskiej akademii bioorganicznej poznaå skie centrum superkomputerowo sieciowe,a s alma,629695.69,38624000,PL,0.8140703517587939,0.42857142857142855,0.8140703517587939,0.47058823529411764,0.25,0.47058823529411764,1.0,1,1,1
dup_1059,synthetic_duplicate,"abbreviation,encoding",European Investment Bank,Adam Smith Europe---Agriconsulting Europe---Applus Norcontrol---Avensa Consulting---Factor Ideas Integral Services---IngenierÃ­a Especializada Obra Civil e Industrial---LDK Consultants Engineers and Planners---NTU International---Niras---OCA Global Consulting and Technical Advisory Services,20000000.0,79400000,LU,european investment bank,adam smith europe agriconsulting europe applus norcontrol avensa consulting factor ideas integral serv. ingenierã a especializada obra civil e industrial ldk consultants engineers and planners ntu intl. niras oca global consulting and technical advisory services,20000000.0,79400000,LU,1.0,1.0,1.0,0.9041591320072333,0.4,0.9041591320072333,1.0,1,1,1
dup_853,synthetic_duplicate,word_order,SIA âRÄ«gas 1.slimnÄ«caâ,"AS ""RECIPE PLUS""",600000.0,33141800,LV,SIA âRÄ«gas 1.slimnÄ«caâ,plus recipe as,600000.0,33141800,LV,1.0,1.0,1.0,0.6666666666666667,0.2,0.6666666666666667,1.0,1,1,1
non_1128,real_non_duplicate,none,"Bundesamt fÃ¼r AusrÃ¼stung, Informationstechnik und Nutzung der Bundeswehr",Bonner Eisenwaren GroÃhandel Wilhelm Nonnen,641985.0,19520000,DE,GGD regio Utrecht,BMC Implementatie B.V.---BlueTrail B.V.---Doxa HR B.V.,330000000.0,79620000,NL,0.2637362637362637,0.0,0.2637362637362637,0.2857142857142857,0.0,0.2857142857142857,0.001945409090909091,0,0,0
non_1730,real_non_duplicate,none,Lietuvos sveikatos mokslÅ³ universiteto ligoninÄ Kauno klinikos,UAB Diamedica,271315.61,33696500,LT,prÃ©val Haut-Doubs,engie,1.0,9310000,FR,0.2195121951219512,0.0,0.2195121951219512,0.2222222222222222,0.0,0.2222222222222222,3.6857444361568434e-06,0,0,0
non_1919,real_non_duplicate,none,Regeringskansliet,Freys Express International AB,1881538.35,63120000,SE,Miasto StoÅeczne Warszawa Dzielnica BiaÅoÅÄka,PARTNER DARIUSZ APELSKI Sp. z o.o.,676123.04,90000000,PL,0.21212121212121215,0.0,0.21212121212121215,0.3125,0.0,0.3125,0.35934587248779704,0,0,0
non_1971,real_non_duplicate,none,c.h.u. De Nice,apave sud europe,93918.25,71631300,FR,Powiat WolsztyÅski,PHU BMS sp. j. Z. Bielecki,998138.3,39290000,PL,0.12121212121212122,0.0,0.12121212121212122,0.2857142857142857,0.0,0.2857142857142857,0.09409342372695247,0,0,0
non_257,real_non_duplicate,none,brest mÃ©tropole,pÃ©piniÃ¨res Caillarec,598755.09,3450000,FR,commune les sables d olonne,devaud,4099765.0,15500000,FR,0.32558139534883723,0.0,0.32558139534883723,0.1428571428571429,0.0,0.1428571428571429,0.14604619776987215,0,1,0
non_1679,real_non_duplicate,none,"Deutsche Bundesbank, Zentralbereich Beschaffungen",Lindner SE ,1.0,45210000,DE,Stadt KÃ¶nigsberg i. Bay.,Rosenbauer Deutschland GmbH,486637.5,34144213,DE,0.32432432432432434,0.0,0.32432432432432434,0.3157894736842105,0.0,0.3157894736842105,2.054917674860651e-06,0,1,0
