CAE_NAME,WIN_NAME,VALUE_EURO,CPV,ISO_COUNTRY_CODE
RARE_AUTHORITY,RARE_SUPPLIER,596301.7322408508,7720,CZ
RARE_AUTHORITY,RARE_SUPPLIER,398611.3516675885,3314,PL
metropole europeenne de lille,RARE_SUPPLIER,8525232.511938738,8053,DK
RARE_AUTHORITY,RARE_SUPPLIER,1635895.8462754868,3319,PL
RARE_AUTHORITY,RARE_SUPPLIER,0.01,7723,BG
"DolnoÅlÄskie Centrum Onkologii, Pulmonologii i Hematologii",RARE_SUPPLIER,36659267.867662534,3300,EE
RARE_AUTHORITY,RARE_SUPPLIER,4971777.728716357,4521,FR
RARE_AUTHORITY,RARE_SUPPLIER,790176.9097842206,4380,DE
Katowickie Centrum Onkologii,Urtica Sp. z o.o.,67009.45594349003,3311,EE
RARE_AUTHORITY,RARE_SUPPLIER,6095487.764101291,4500,FR
"ÄEZ Distribuce, a. s.",RARE_SUPPLIER,99638.99414029397,6000,CZ
RARE_AUTHORITY,RARE_SUPPLIER,78157.27216734923,3020,PL
RARE_AUTHORITY,RARE_SUPPLIER,204404.72679625783,7132,DE
RARE_AUTHORITY,RARE_SUPPLIER,553457.7749337609,1500,RO
"Centro Hospitalar UniversitÃ¡rio de Lisboa Norte, E. P. E.",RARE_SUPPLIER,573544.8784566693,7723,LT
"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",B.BRAUN MEDICAL,491698.90431063727,3311,EE
Uniwersyteckie Centrum Kliniczne,Urtica Sp. z o.o.,567799.5005069927,3311,EE
RARE_AUTHORITY,RARE_SUPPLIER,1674813.036701346,8531,ES
RARE_AUTHORITY,RARE_SUPPLIER,60352.087841315195,3020,GR
RARE_AUTHORITY,RARE_SUPPLIER,723446.8028923115,6611,PL
RARE_AUTHORITY,RARE_SUPPLIER,249807.70886792886,7962,AT
WojewÃ³dzki Szpital Zespolony im. L. Rydygiera w Toruniu,RARE_SUPPLIER,941645.6760498588,3318,PL
RARE_AUTHORITY,RARE_SUPPLIER,0.01,3310,GR
RARE_AUTHORITY,RARE_SUPPLIER,169247.59003505658,7721,RO
RARE_AUTHORITY,RARE_SUPPLIER,215589.08669663355,3310,GR
Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,RARE_SUPPLIER,719961.0013575415,3310,EE
RARE_AUTHORITY,RARE_SUPPLIER,1945072.888586006,6013,GR
Ministerul Apararii - Unitatea Militara nr. 02558 Timisoara,RARE_SUPPLIER,1024024.7978519157,3314,RO
sociÃ©tÃ© du Grand Paris,RARE_SUPPLIER,596814.0355406357,7721,DK
"SPITALUL CLINIC DE URGENTA PENTRU COPII ,,Maria Sklodowska Curie""",EUROPHARM HOLDING,8181785.0255029965,3360,RO
RARE_AUTHORITY,RARE_SUPPLIER,85395.01083959435,9091,BG
REGIA NATIONALA A PADURILOR - ROMSILVA RA,RARE_SUPPLIER,382250.2713971386,8514,DK
RARE_AUTHORITY,RARE_SUPPLIER,5172636.225708063,4521,AT
VÅ¡Ä® Vilniaus universiteto ligoninÄ Santaros klinikos,RARE_SUPPLIER,1055344.9111931266,3314,BG
RARE_AUTHORITY,RARE_SUPPLIER,2448852.7577665336,6013,ES
Katowickie Centrum Onkologii,Urtica Sp. z o.o.,1503088.5259367847,3311,EE
"AS ""Latvijas valsts meÅ¾i""",RARE_SUPPLIER,369818.62029735,7723,CZ
RARE_AUTHORITY,RARE_SUPPLIER,1567911.0128981196,9091,ES
Valsts reÄ£ionÄlÄs attÄ«stÄ«bas aÄ£entÅ«ra,RARE_SUPPLIER,10358523.546258667,3360,LT
UM 0929 Bucuresti,RARE_SUPPLIER,0.01,3318,GR
SieÄ Badawcza ÅUKASIEWICZ - PORT Polski OÅrodek Rozwoju Technologii,RARE_SUPPLIER,0.01,3369,GR
RARE_AUTHORITY,RARE_SUPPLIER,1013244.2081084419,7124,FR
Gynybos resursÅ³ agentÅ«ra prie KraÅ¡to apsaugos ministerijos,RARE_SUPPLIER,139575.10067363142,3300,HR
RARE_AUTHORITY,RARE_SUPPLIER,1271033.3749918428,1500,SI
Kolding kommune,RARE_SUPPLIER,480195.61254007043,6000,DK
WojewÃ³dzki Szpital Specjalistyczny w Olsztynie,URTICA SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,110859.94355123746,3311,EE
RARE_AUTHORITY,RARE_SUPPLIER,1430951.920763002,7200,ES
RARE_AUTHORITY,RARE_SUPPLIER,2355348.1972760824,4523,ES
Samodzielny Publiczny Szpital Kliniczny im. A.MielÄckiego ÅlÄskiego Uniwersytetu Medycznego w Katowicach,RARE_SUPPLIER,151121.7995830659,3369,GR
Trafikverket Myndighet,RARE_SUPPLIER,224580122.55379477,7100,DK
Stadt Wien - Wiener Wohnen,RARE_SUPPLIER,1693762.3186191926,3310,PL
"AB ""Lietuvos geleÅ¾inkeliai""",RARE_SUPPLIER,24616.59721033048,3300,BG
RARE_AUTHORITY,RARE_SUPPLIER,169087.9218151598,6651,FR
RARE_AUTHORITY,RARE_SUPPLIER,3690551.802574224,3319,ES
RARE_AUTHORITY,RARE_SUPPLIER,370124.68218480074,4521,DE
RARE_AUTHORITY,RARE_SUPPLIER,0.01,3369,RO
RARE_AUTHORITY,RARE_SUPPLIER,4426888.869933449,4521,FR
RARE_AUTHORITY,RARE_SUPPLIER,565352.7754606344,6013,ES
"Centrul Medical De Diagnostic Si Tratament Ambulatoriu ""Dr. Nicolae Kretzulescu""",RARE_SUPPLIER,3345355.013096748,3311,ES
RARE_AUTHORITY,RARE_SUPPLIER,1784395.8013668868,7100,AT
WojewÃ³dzki Szpital Zespolony im. dr. Romana Ostrzyckiego w Koninie,RARE_SUPPLIER,519272.8024577501,3318,EE
Amgros I/S,RARE_SUPPLIER,2595381.9809935642,6000,DK
FEDERATIA ROMANA DE RUGBY,RARE_SUPPLIER,4754195.101462569,3360,DK
RARE_AUTHORITY,RARE_SUPPLIER,0.01,6651,FR
RARE_AUTHORITY,RARE_SUPPLIER,0.01,7200,DE
RARE_AUTHORITY,RARE_SUPPLIER,2681819.0042466666,4500,DK
RARE_AUTHORITY,RARE_SUPPLIER,319894.4275566173,3310,CZ
RARE_AUTHORITY,RARE_SUPPLIER,76633.07715596759,1500,RO
RARE_AUTHORITY,RARE_SUPPLIER,0.01,9091,ES
RARE_AUTHORITY,RARE_SUPPLIER,1529049.9927787534,7200,FI
RARE_AUTHORITY,RARE_SUPPLIER,637724.589941842,6651,IT
ENGIE ROMANIA S.A.,RARE_SUPPLIER,1657823.3167289908,3314,FR
RARE_AUTHORITY,RARE_SUPPLIER,244574.8139113571,3314,PL
RARE_AUTHORITY,RARE_SUPPLIER,147701.29942258337,6651,IT
ValstybÄs Ä¯monÄ ValstybiniÅ³ miÅ¡kÅ³ urÄdija,RARE_SUPPLIER,180659.1310420626,3300,HR
RARE_AUTHORITY,RARE_SUPPLIER,1192277.6892116852,9310,HU
RARE_AUTHORITY,RARE_SUPPLIER,490573.94089077174,3492,ES
RARE_AUTHORITY,RARE_SUPPLIER,3901072.9741242495,4521,DE
"DolnoÅlÄskie Centrum Onkologii, Pulmonologii i Hematologii",RARE_SUPPLIER,5031126.743194502,3300,PL
Bundesagentur fÃ¼r Arbeit Regionales Einkaufszentrum SÃ¼dwest,RARE_SUPPLIER,69407.8406932244,8000,DE
RARE_AUTHORITY,RARE_SUPPLIER,0.01,7131,FR
RARE_AUTHORITY,RARE_SUPPLIER,0.01,9091,ES
Trafikverket Myndighet,RARE_SUPPLIER,3623454.9305666285,7100,DK
SPITALUL CLINIC DE RECUPERARE CLUJ-NAPOCA,Pharma,946781.5389840053,3311,BG
RARE_AUTHORITY,RARE_SUPPLIER,206778.30865911255,9091,AT
RARE_AUTHORITY,RARE_SUPPLIER,1830472.1682711188,7200,DK
Amgros I/S,RARE_SUPPLIER,224153691.27056843,4523,DK
COPERNICUS PODMIOT LECZNICZY SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,RARE_SUPPLIER,1596350.0894972354,3360,EE
RARE_AUTHORITY,RARE_SUPPLIER,374723.9661283242,4500,ES
RARE_AUTHORITY,RARE_SUPPLIER,0.01,7100,AT
RARE_AUTHORITY,RARE_SUPPLIER,1108314.500534827,9091,PT
RARE_AUTHORITY,RARE_SUPPLIER,1077363.2122529636,7124,FR
RARE_AUTHORITY,RARE_SUPPLIER,213080.85754791804,6013,DE
RARE_AUTHORITY,RARE_SUPPLIER,10671048.762516,4523,FI
RARE_AUTHORITY,RARE_SUPPLIER,511613.45498829824,9050,GR
RARE_AUTHORITY,RARE_SUPPLIER,2146228.745404103,4523,SE
SPITALUL JUDETEAN DE URGENTA BACAU,RARE_SUPPLIER,616236.5122266046,3311,EE
RARE_AUTHORITY,RARE_SUPPLIER,937156.5740605028,8531,ES
RARE_AUTHORITY,RARE_SUPPLIER,5268427.923249322,3300,BG
RARE_AUTHORITY,RARE_SUPPLIER,129393.77847407036,9091,FR
ÄeskÃ¡ republika - Ministerstvo vnitra,RARE_SUPPLIER,329095.26486535,3360,CZ
Samodzielny Publiczny Szpital Kliniczny im. A.MielÄckiego ÅlÄskiego Uniwersytetu Medycznego w Katowicach,RARE_SUPPLIER,0.01,3310,EE
RARE_AUTHORITY,RARE_SUPPLIER,773152.5546397518,7100,AT
SPITALUL JUDETEAN SATU MARE,RARE_SUPPLIER,2388728.223873576,3314,RO
Szpital Uniwersytecki nr 1 im. A. Jurasza,RARE_SUPPLIER,486376.793782495,3310,GR
WojewÃ³dzki Szpital Specjalistyczny w Legnicy,RARE_SUPPLIER,123257.29728427855,3360,EE
WojewÃ³dzki Szpital Specjalistyczny we WrocÅawiu,RARE_SUPPLIER,266589.5671971848,3314,GR
EtelÃ¤-Karjalan hyvinvointialue---Lappeenrannan Asuntopalvelu Oy---Lappeenrannan Energia Oy---Lappeenrannan Energiaverkot Oy---Lappeenrannan Lentoasema Oy---Lappeenrannan LÃ¤mpÃ¶voima Oy---Lappeenrannan Toimitilat Oy---Lappeenrannan Yritystila Oy---Lappeenrannan kaupunki---Lappeenrannan kaupunki---Lappeenrannan seurakuntayhtymÃ¤---Lappeenranta Free Zone Oy Ltd---LuumÃ¤en kunta---Saimaan Tukipalvelut Oy---Williparkki Oy,RARE_SUPPLIER,22488992.174588226,6014,AT
RARE_AUTHORITY,RARE_SUPPLIER,375427.8590225655,3314,GR
RARE_AUTHORITY,RARE_SUPPLIER,334252.1248470576,3310,GR
SIA âRÄ«gas 1.slimnÄ«caâ,RARE_SUPPLIER,575746.2186147738,3314,BG
RARE_AUTHORITY,RARE_SUPPLIER,79036.10084239021,9091,PT
RARE_AUTHORITY,RARE_SUPPLIER,412252.38042895787,6651,ES
RARE_AUTHORITY,RARE_SUPPLIER,0.01,7721,ES
RARE_AUTHORITY,RARE_SUPPLIER,20281123.769009545,4523,FR
WojewÃ³dzki Szpital Specjalistyczny w Olsztynie,B.BRAUN MEDICAL,683493.2686996572,3311,BG
2 Regionalna Baza Logistyczna,RARE_SUPPLIER,202800.70043926156,3542,GR
WojewÃ³dzki Szpital Specjalistyczny im. Åw. RafaÅa w Czerwonej GÃ³rze,URTICA SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,81875.84544942481,3311,BG
"DolnoÅlÄskie Centrum Onkologii, Pulmonologii i Hematologii",RARE_SUPPLIER,14174842.744367577,3360,GR
RARE_AUTHORITY,RARE_SUPPLIER,647416.5026957729,7934,DE
INSPECTORATUL GENERAL AL POLITIEI ROMANE,RARE_SUPPLIER,6476133.794526622,3314,ES
RARE_AUTHORITY,RARE_SUPPLIER,76236.32309657353,7131,DK
RARE_AUTHORITY,RARE_SUPPLIER,3623423.4030444,7100,DK
RARE_AUTHORITY,RARE_SUPPLIER,0.01,3360,DE
RARE_AUTHORITY,RARE_SUPPLIER,2316327.208474907,3319,ES
BWI GmbH,RARE_SUPPLIER,0.01,7200,DE
WojewÃ³dzki Szpital Zespolony im. L. Rydygiera w Toruniu,RARE_SUPPLIER,1069195.5244423961,3360,EE
"Landeshauptstadt MÃ¼nchen, Baureferat",RARE_SUPPLIER,0.01,4542,AT
RARE_AUTHORITY,RARE_SUPPLIER,165023.60632995493,3369,ES
RARE_AUTHORITY,RARE_SUPPLIER,709045.3869661345,6611,PT
RARE_AUTHORITY,RARE_SUPPLIER,198182.1471187885,9091,ES
SieÄ Badawcza ÅUKASIEWICZ - PORT Polski OÅrodek Rozwoju Technologii,RARE_SUPPLIER,122789.79744892457,3369,GR
RARE_AUTHORITY,RARE_SUPPLIER,0.01,9091,DE
RARE_AUTHORITY,RARE_SUPPLIER,1215121.4595373846,6013,PL
RARE_AUTHORITY,RARE_SUPPLIER,71246.40793850983,3020,PL
RARE_AUTHORITY,RARE_SUPPLIER,30821114.567066982,6013,PL
SPITALUL JUDETEAN DE URGENTA VALCEA,TZMO ROMANIA,466918.9344090147,3369,RO
RARE_AUTHORITY,RARE_SUPPLIER,806427.8144390068,4545,ES
RARE_AUTHORITY,RARE_SUPPLIER,2315054.936629818,6651,ES
RARE_AUTHORITY,RARE_SUPPLIER,0.01,2432,PL
Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,RARE_SUPPLIER,638132.1620334222,3360,EE
Szpital Powiatowy im.Tadeusza MaliÅskiego w Åremie sp. z o.o.,RARE_SUPPLIER,331368.39425541274,3314,GR
RARE_AUTHORITY,RARE_SUPPLIER,449130.1786719225,7131,FR
RARE_AUTHORITY,RARE_SUPPLIER,11115121.007264497,4500,FR
"AB ""Lietuvos geleÅ¾inkeliai""",RARE_SUPPLIER,347101.8443058245,3300,HR
RARE_AUTHORITY,RARE_SUPPLIER,174329.20600823208,3319,GR
RARE_AUTHORITY,RARE_SUPPLIER,3093418.516192579,7720,ES
RARE_AUTHORITY,RARE_SUPPLIER,2246061.316813039,4500,FR
RARE_AUTHORITY,RARE_SUPPLIER,44312.882178446685,9091,PL
RARE_AUTHORITY,RARE_SUPPLIER,4214133.186772567,7100,FI
RARE_AUTHORITY,RARE_SUPPLIER,1015574.4533815403,1580,DK
VÅ¡Ä® RespublikinÄ Vilniaus universitetinÄ ligoninÄ,RARE_SUPPLIER,0.01,3360,BG
RARE_AUTHORITY,RARE_SUPPLIER,674093.1866359761,6013,DE
RARE_AUTHORITY,RARE_SUPPLIER,421647.55171070335,9091,DE
RARE_AUTHORITY,RARE_SUPPLIER,763622.113055211,3369,ES
SPITALUL CLINIC JUDETEAN DE URGENTA SIBIU,RARE_SUPPLIER,249783.0403017723,3318,ES
RARE_AUTHORITY,RARE_SUPPLIER,1933221.3683567597,9062,ES
RARE_AUTHORITY,RARE_SUPPLIER,453134.4168624992,7124,DE
RARE_AUTHORITY,RARE_SUPPLIER,242658.382381857,1500,PT
Amgros I/S,RARE_SUPPLIER,217126292.43622905,3360,DK
RARE_AUTHORITY,RARE_SUPPLIER,0.01,3020,PL
"Servicio Madrileno de Salud, Hospital Universitario La Paz",RARE_SUPPLIER,450998.19846189965,3318,ES
Centrum Medyczne KsztaÅcenia Podyplomowego,RARE_SUPPLIER,62572.32338064845,8032,BG
RARE_AUTHORITY,RARE_SUPPLIER,52341.6149019819,9091,DE
RARE_AUTHORITY,RARE_SUPPLIER,522176.9295431141,6013,DE
RARE_AUTHORITY,RARE_SUPPLIER,65165.89528819121,4533,AT
RARE_AUTHORITY,RARE_SUPPLIER,522876.9323616461,9091,PT
SPITAL CLINIC JUDETEAN DE URGENTA ORADEA,RARE_SUPPLIER,738250.0584219241,3318,RO
RARE_AUTHORITY,RARE_SUPPLIER,0.01,9050,GR
RARE_AUTHORITY,RARE_SUPPLIER,397295.2490148579,7995,ES
RARE_AUTHORITY,RARE_SUPPLIER,456477.3839802904,7124,DE
KLINIÄKI BOLNIÄKI CENTAR RIJEKA,RARE_SUPPLIER,770275.340872457,3369,BG
Beskidzkie Centrum Onkologii - Szpital Miejski im. Jana PawÅa II w Bielsku - BiaÅej,TAMRO EESTI OÃ,10260885.392838106,3360,EE
RARE_AUTHORITY,RARE_SUPPLIER,1674528.0318451999,9091,ES
RARE_AUTHORITY,RARE_SUPPLIER,395564.0038158534,1500,ES
RARE_AUTHORITY,RARE_SUPPLIER,561898.4429420551,3414,DE
RARE_AUTHORITY,RARE_SUPPLIER,4955916.386501153,6013,BE
RARE_AUTHORITY,RARE_SUPPLIER,93434.62237354321,7124,FR
RARE_AUTHORITY,RARE_SUPPLIER,638360.9302558263,9072,LT
RARE_AUTHORITY,RARE_SUPPLIER,0.01,3314,RO
RARE_AUTHORITY,RARE_SUPPLIER,254352.46274014408,7124,DE
Techniker Krankenkasse,RARE_SUPPLIER,0.01,7200,DE
RARE_AUTHORITY,RARE_SUPPLIER,385239.7913504895,3310,CZ
RARE_AUTHORITY,RARE_SUPPLIER,504023.3780314794,7130,DE
RARE_AUTHORITY,RARE_SUPPLIER,779647.7122971374,7200,DE
RARE_AUTHORITY,RARE_SUPPLIER,5399281.503896685,6013,HU
Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,RARE_SUPPLIER,1135085.3362932156,3369,ES
RARE_AUTHORITY,RARE_SUPPLIER,517513.1048638031,6013,DE
Institut interrÃ©seaux de la Formation professionnelle continue,RARE_SUPPLIER,34843843.34130007,4500,FI
VÅ¡Ä® Vilniaus universiteto ligoninÄ Santaros klinikos,RARE_SUPPLIER,161269.6276178725,3314,BG
RARE_AUTHORITY,RARE_SUPPLIER,703923.5234822254,9310,ES
RARE_AUTHORITY,RARE_SUPPLIER,1366835.5813708776,3300,RO
RARE_AUTHORITY,RARE_SUPPLIER,501532.6435604522,3314,ES
SPITALUL JUDETEAN SATU MARE,RARE_SUPPLIER,151047.15216367645,3314,RO
RARE_AUTHORITY,RARE_SUPPLIER,0.01,3310,CZ
MINISTERUL APARARII - U.M.  02192,STEDYAN COM,42057.83900915267,6000,CZ
RARE_AUTHORITY,RARE_SUPPLIER,0.01,7723,BG
RARE_AUTHORITY,RARE_SUPPLIER,2803224.7919810326,4500,ES
RARE_AUTHORITY,RARE_SUPPLIER,150651.5661561574,3369,ES
RARE_AUTHORITY,RARE_SUPPLIER,379766.51000408165,7720,HU
RARE_AUTHORITY,RARE_SUPPLIER,548861.6497249024,7934,ES
RARE_AUTHORITY,RARE_SUPPLIER,1834117.873004175,8531,ES
SPITALUL JUDETEAN DE URGENTA BACAU,TZMO ROMANIA,357780.55011628126,3318,RO
RARE_AUTHORITY,RARE_SUPPLIER,2654077.332951853,6013,PT
VieÅ¡oji Ä¯staiga CPO LT,RARE_SUPPLIER,536210.021036509,3314,HR
ile de France MobilitÃ©s,RARE_SUPPLIER,2792726.0726496847,8053,DK
RARE_AUTHORITY,RARE_SUPPLIER,5795004.070404304,6013,DE
"Spitalul Judetan de Urgenta ""Mavromati"" Botosani",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,5168189.068138121,3311,RO
RARE_AUTHORITY,RARE_SUPPLIER,20755033.521073412,4523,ES
SIA âRÄ«gas 1.slimnÄ«caâ,"AS ""RECIPE PLUS""",483366.86125651264,3360,BG
RARE_AUTHORITY,RARE_SUPPLIER,300828.1946709241,9091,PL
hopitaux universitaires de strasbourg,RARE_SUPPLIER,1820526.2622454157,8531,DK
RARE_AUTHORITY,RARE_SUPPLIER,848610.0937878115,7131,SE
Autoritatea Nationala de Management al Calitatii in Sanatate,RARE_SUPPLIER,112645.19188307883,3314,RO
RARE_AUTHORITY,RARE_SUPPLIER,182003.11034131784,6651,FR
SP ZOZ Szpital Specjalistyczny Nr1 w Bytomiu,RARE_SUPPLIER,1550620.9100616255,3360,EE
RARE_AUTHORITY,RARE_SUPPLIER,812086.3363892538,1500,SI
Trafikverket Myndighet,RARE_SUPPLIER,731745.2695462703,7100,CZ
RARE_AUTHORITY,RARE_SUPPLIER,437077.3049866603,7934,CZ
"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",RARE_SUPPLIER,524987.1527478728,3369,RO
RARE_AUTHORITY,RARE_SUPPLIER,462740.3161984145,4500,DE
REGIA NATIONALA A PADURILOR - ROMSILVA RA,RARE_SUPPLIER,703852.5063445927,1500,RO
RARE_AUTHORITY,RARE_SUPPLIER,403795.97977178544,7130,DE
RARE_AUTHORITY,RARE_SUPPLIER,7650724.992931511,4523,ES
RARE_AUTHORITY,RARE_SUPPLIER,2667518.956161653,7720,ES
Autoritatea Nationala de Management al Calitatii in Sanatate,RARE_SUPPLIER,0.01,3369,RO
SPITALUL CLINIC JUDETEAN MURES,B.BRAUN MEDICAL,222889.3448467206,3311,EE
COPERNICUS PODMIOT LECZNICZY SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,RARE_SUPPLIER,2054417.82547155,3314,PL
RARE_AUTHORITY,RARE_SUPPLIER,124852.0562196438,4532,DE
RARE_AUTHORITY,RARE_SUPPLIER,904565.2295266017,7200,SE
RARE_AUTHORITY,RARE_SUPPLIER,193920.81319145166,7131,AT
RARE_AUTHORITY,RARE_SUPPLIER,1176120.7618443219,3463,DE
RARE_AUTHORITY,RARE_SUPPLIER,246180.74575449034,5000,ES
RARE_AUTHORITY,RARE_SUPPLIER,0.01,6013,SK
RARE_AUTHORITY,RARE_SUPPLIER,101356.40697375307,6651,ES
RARE_AUTHORITY,RARE_SUPPLIER,1239189.2854606498,8531,ES
RARE_AUTHORITY,RARE_SUPPLIER,256326.32490013266,6651,ES
RARE_AUTHORITY,RARE_SUPPLIER,189040.62211042223,1500,ES
FakultnÃ­ nemocnice Olomouc,RARE_SUPPLIER,576946.4189602025,3310,CZ
"Colegiu National Militar ""Alexandru Ioan Cuza""---MINISTERUL APARARII NATIONALE - UNITATEA MILITARA 02068---Ministerul Apararii Nationale - U.M. 02022 Constanta---Ministerul Apararii Nationale - U.M. 02145 Constanta",APRO-COM-IMPEX S.R.L.,1394848.623497996,3360,RO
WIELKOPOLSKIE CENTRUM ONKOLOGII,RARE_SUPPLIER,2803083.8857077383,3319,ES
Szpital Specjalistyczny w Brzozowie Podkarpacki OÅrodek Onkologiczny im. Ks. B. Markiewicza,Farmacol-Logistyka Sp. z o.o.,5882565.959280948,3318,EE
RARE_AUTHORITY,RARE_SUPPLIER,563889.3249215165,7124,AT
Uniwersytecki Szpital Kliniczny w BiaÅymstoku,RARE_SUPPLIER,2121292.7141387104,3360,EE
RARE_AUTHORITY,RARE_SUPPLIER,0.01,4411,BG
Gerencia de la Entidad Estatal de Derecho PÃºblico Trabajo Penitenciario y FormaciÃ³n para el Empleo,RARE_SUPPLIER,1048336.2660069242,1500,RO
Region JÃ¶nkÃ¶pings LÃ¤n,RARE_SUPPLIER,970453.1857531546,7721,DK
Spitalul Clinic C.F. nr. 2 Bucuresti,RARE_SUPPLIER,195425.94558887684,3318,ES
RARE_AUTHORITY,RARE_SUPPLIER,2739.322625533736,7200,CZ
RARE_AUTHORITY,RARE_SUPPLIER,576503.3651997772,9310,PT
Polska Grupa GÃ³rnicza S.A.,RARE_SUPPLIER,527409.8642283429,3300,GR
MoravskoslezskÃ½ kraj,L I N E T spol. s r.o.,153287.60766199377,3310,BG
RARE_AUTHORITY,RARE_SUPPLIER,776011.3042974973,4526,FR
RARE_AUTHORITY,RARE_SUPPLIER,590525.5336010116,4521,CH
VÅ¡Ä® KlaipÄdos vaikÅ³ ligoninÄ,RARE_SUPPLIER,66419.4917846488,3310,BG
RARE_AUTHORITY,RARE_SUPPLIER,615166.4714045668,3800,GR
RARE_AUTHORITY,RARE_SUPPLIER,853284.269121988,4545,DK
RARE_AUTHORITY,RARE_SUPPLIER,283924.86457459285,7721,SE
RARE_AUTHORITY,RARE_SUPPLIER,2066651.4514083907,3300,CZ
Spitalul Judetean de Urgenta Miercurea Ciuc,RARE_SUPPLIER,3697395.665764438,3360,RO
RARE_AUTHORITY,RARE_SUPPLIER,116779.05567200406,1500,BG
"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",RARE_SUPPLIER,597318.394030899,3314,RO
RARE_AUTHORITY,RARE_SUPPLIER,577937.8387442378,7131,DK
RARE_AUTHORITY,RARE_SUPPLIER,122314.58767166373,6014,AT
RARE_AUTHORITY,RARE_SUPPLIER,188736.50548973144,3020,PT
RARE_AUTHORITY,RARE_SUPPLIER,19825.305489808612,9091,GR
RARE_AUTHORITY,RARE_SUPPLIER,3987747.70501615,4533,AT
RARE_AUTHORITY,RARE_SUPPLIER,23817813.302723136,4523,FR
RARE_AUTHORITY,RARE_SUPPLIER,2352.387968503346,3314,HU
ENGIE ROMANIA S.A.,RARE_SUPPLIER,1544716.1405409845,3314,RO
RARE_AUTHORITY,RARE_SUPPLIER,0.01,4411,DE
RARE_AUTHORITY,RARE_SUPPLIER,219951.9848612997,7132,CZ
Kolding kommune,RARE_SUPPLIER,125404.80237128783,3310,DK
REGIA NATIONALA A PADURILOR - ROMSILVA RA - DIRECÅ¢IA SILVICÄ SUCEAVA,RARE_SUPPLIER,1780705.3469748022,7721,FR
SP WZOZ MSWiA w Bydgoszczy,RARE_SUPPLIER,133420.93068767252,3360,HR
RARE_AUTHORITY,RARE_SUPPLIER,3796218.740144349,4521,FR
RARE_AUTHORITY,RARE_SUPPLIER,718088.2879382356,7124,AT
