cae_name_1,cae_name_2,win_name_1,win_name_2,value_1,value_2,country_1,country_2,cpv,label,p_duplicate,predicted,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match
Samodzielny Publiczny ZespÃ³Å ZakÅadÃ³w Opieki Zdrowotnej w Kozienicach,Samodzielny Publiczny Specjalistyczny Szpital Zachodni im. Åw. Jana PawÅa II,Fisher&Paykel Healthcare Poland Sp. z o.o.,Billmed Sp.  zo. o. ,362245.66,1012909.23,PL,PL,33100000,0,0.0059698373,0,0.5165562913907285,0.125,0.8371651179870359,0.4838709677419355,0.1111111111111111,0.5506105006105005,0.3576289456854885,1,1
Szpital Specjalistyczny im. JÄdrzeja Åniadeckiego w Nowym SÄczu,Wielospecjalistyczny Szpital Miejski im. J. Strusia w Poznaniu,"Neuca  SA., ul. Forteczna 35-37, 87-100 ",Urtica Sp. z o.o.,1106617.79,2677906.3,PL,PL,33690000,0,0.0059698373,0,0.5,0.21428571428571427,0.7013424568263278,0.3157894736842105,0.0,0.5427224736048265,0.4132399218001019,1,1
INSTITUTUL CLINIC FUNDENI,INSTITUTUL NATIONAL DE ENDOCRINOLOGIE C.I. PARHON,MEDIPLUS EXIM,EUROPHARM HOLDING---PHARM AHEAD S.R.L.,140277208.8,840923.46,RO,RO,33690000,0,0.0059698373,0,0.4864864864864865,0.125,0.834399290150843,0.23529411764705888,0.0,0.5319388214125056,0.005994726208153636,1,1
Spital Clinic Judetean de Urgenta Arad,SPITALUL JUDETEAN DE URGENTA VALCEA,FARMEXIM S.A.,TIS FARMACEUTIC,2018528.35,10323416.96,RO,RO,33690000,0,0.0059698373,0,0.821917808219178,0.375,0.86265664160401,0.4285714285714286,0.0,0.5495726495726495,0.19552909253023137,1,1
Szpital Uniwersytecki nr 1 im. dr. A. Jurasza,SPITAL MUNICIPAL RAMNICU SARAT,Lohmann & Rauscher Polska Sp.  z o.o.,SPD STAR S.R.L.,398332.69,12734.76,PL,RO,33140000,0,0.0059698373,0,0.5066666666666666,0.0,0.7326666666666667,0.34615384615384615,0.0,0.5033033033033033,0.031970160420426455,1,0
SPITALUL GENERAL C.F GALATI,SPITALUL DE PSIHIATRIE VOILA,COMPANIA NATIONALA UNIFARM,EUROPHARM HOLDING,1273637.23,914071.46,RO,RO,33690000,0,0.0059698373,0,0.509090909090909,0.14285714285714285,0.8343497632971317,0.32558139534883723,0.0,0.4770403888050947,0.7176858829731289,1,1
SZPITAL UNIWERSYTECKI W KRAKOWIE,Hospital Universitario de la Princesa,"Roche Polska Sp. z o.o., ul. Domaniewska 28, 02-672 Warszawa","GILEAD SCIENCES, S.L.",5328429.61,1738960.72,PL,ES,33600000,0,0.0059698373,0,0.5797101449275363,0.0,0.7301051051051051,0.24691358024691357,0.0,0.5407563025210084,0.32635520167826704,1,0
SPITALUL ORASENESC CISNADIE,Spitalul Clinic de Urgenta Bagdasar-Arseni,Hospital Technical Solutions,VAVIAN TRADING,2044967.45,1259100.03,RO,RO,33100000,0,0.0059698373,0,0.46376811594202894,0.14285714285714285,0.8482328042328042,0.33333333333333337,0.0,0.44047619047619047,0.6157066363085633,1,1
OSNOVNA Å OLA LESIÄNO,OSNOVNA Å OLA FRAM,"HRIB Kmetijsko proizvodno podjetje, d.o.o., Dobje pri Planini---KVIBO, druÅ¾ba za razvoj, proizvodnjo in trÅ¾enje, d.o.o.",PEKARNA PEÄJAK d.o.o.,89024.87,1347308.1,SI,SI,15000000,0,0.0059698373,0,0.7,0.6,0.882828282828283,0.23776223776223782,0.058823529411764705,0.5074992347719621,0.06607610389932339,1,1
Spitalul  Clinic de Psihiatrie si Neurologie Brasov,SPITALUL DE PNEUMOFTIZIOLOGIE SATU MARE,ROMFARMACHIM,EUROPHARM HOLDING,1004176.38,289509.87,RO,RO,33690000,0,0.0059698373,0,0.5333333333333333,0.2,0.831975867269985,0.48275862068965514,0.0,0.6174136321195145,0.2883057954420318,1,1
Region JÃ¤mtland HÃ¤rjedalen,Region VÃ¤sterbotten,Philips Aktiebolag,Etac Sverige AB,2822307.52,4703845.86,SE,SE,33100000,0,0.0059698373,0,0.5416666666666667,0.25,0.8257142857142857,0.24242424242424243,0.0,0.5342592592592593,0.600000000850368,1,1
Penitenciar Spital Bucuresti Jilava,Spital Clinic Judetean de Urgenta Arad,ROMFARMACHIM,MEDIPLUS EXIM,209314.91,9124828.75,RO,RO,33690000,0,0.0059698373,0,0.4383561643835616,0.1111111111111111,0.7027568922305765,0.24,0.0,0.4935897435897436,0.02293905077396658,1,1
Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,Spitalul  Clinic de Psihiatrie si Neurologie Brasov,FARMEXIM S.A.,COMPANIA NATIONALA UNIFARM,243892.56,1004176.38,RO,RO,33690000,0,0.0059698373,0,0.5686274509803921,0.2727272727272727,0.8243550051599589,0.20512820512820518,0.0,0.3923076923076923,0.24287820830838502,1,1
Spitalul Orasenesc Alesd,SPITALUL MUNICIPAL PLOIESTI,Pharma,FRESENIUS KABI ROMANIA,727656.5,3248171.21,RO,RO,33690000,0,0.0059698373,0,0.5882352941176471,0.2,0.8205337690631809,0.2857142857142857,0.0,0.30808080808080807,0.22402036498562525,1,1
WOJEWÃDZKI SZPITAL IM. ZOFII Z ZAMOYSKICH TARNOWSKIEJ W TARNOBRZEGU,WojewÃ³dzki Szpital Specjalistyczny im. J. Gromkowskiego,"BIAMEDITEK sp. z o.o. ul. Elewatorska 58, 15-620 BiaÅystok;",Koordynacja Mariusz Strzecha ,93425.24,18920.92,PL,PL,33100000,0,0.0059698373,0,0.532258064516129,0.15384615384615385,0.8507732880386197,0.2247191011235955,0.0,0.5243295019157088,0.20252471387817678,1,1
SPITALUL MUNICIPAL PLOIESTI,Spitalul Clinic de Urgenta Bucuresti,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,FRESENIUS KABI ROMANIA,583205.08,8370423.65,RO,RO,33690000,0,0.0059698373,0,0.5714285714285714,0.14285714285714285,0.8341269841269842,0.29729729729729726,0.0,0.6026561158140106,0.06967449968915253,1,1
"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""","Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",FRESENIUS KABI ROMANIA,S.C. ROMFARMACHIM S.A.,4588222.52,3120810.62,RO,RO,33690000,0,0.0059698373,0,1.0,1.0,1.0,0.36363636363636365,0.0,0.5990675990675991,0.6801785672766368,1,1
FakultnÃ­ nemocnice Bulovka,FakultnÃ­ nemocnice Bulovka,Orkla Foods Äesko a Slovensko a.s.,GOLD GROUP s.r.o.,774583.69,1623546.34,CZ,CZ,15000000,0,0.0059698373,0,1.0,1.0,1.0,0.34615384615384615,0.0,0.5579831932773109,0.4770936750718183,1,1
Uniwersytecki Szpital Kliniczny w BiaÅymstoku,Uniwersytecki Szpital Kliniczny Nr 1 w Lublinie,TMS Sp. z o.o.,Empireum,746194.06,33541.11,PL,PL,33100000,0,0.0059698373,0,0.7741935483870968,0.5,0.9075055629172188,0.18181818181818177,0.0,0.46428571428571425,0.04494958054209115,1,1
"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""","INSTITUTUL NATIONAL DE RECUPERARE, MEDICINA FIZICA SI BALNEOCLIMATOLOGIE",SC PHARMA SA,COMPANIA NATIONALA UNIFARM,3127024.98,516917.68,RO,RO,33690000,0,0.0059698373,0,0.46399999999999997,0.14285714285714285,0.8274496399598943,0.3157894736842105,0.0,0.5747863247863249,0.16530654002002887,1,1
SPITALUL GENERAL C.F GALATI,SPITALUL JUDETEAN  DE URGENTA SLATINA,DONA. LOGISTICA---FARMEXIM S.A.,MEDIPLUS EXIM,1273637.23,7689973.08,RO,RO,33690000,0,0.0059698373,0,0.625,0.125,0.8364273364273365,0.31818181818181823,0.0,0.5497656465398401,0.16562310644655728,1,1
SPITALUL JUDETEAN DE URGENTA  RESITA,"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",B.BRAUN MEDICAL,PHARMAFARM,1528292.46,261390.24,RO,RO,33690000,0,0.0059698373,0,0.5185185185185186,0.25,0.822857142857143,0.24,0.0,0.47222222222222227,0.17103417496412956,1,1
UNIWERSYTECKI SZPITAL KLINICZNY IM JANA MIKULICZA - RADECKIEGO WE WROCÅAWIU,ZespÃ³Å Opieki Zdrowotnej Szpitala Powiatowego w Sochaczewie .,Getinge Polska Sp. z o.o.,Biameditek Sp. z o.o.,1723215.59,217320.48,PL,PL,33100000,0,0.00591718,0,0.40287769784172667,0.0,0.6000291131870079,0.6521739130434783,0.5,0.7121942110177404,0.12611334371690544,1,1
Powiatowy Szpital im. WÅadysÅawa BiegaÅskiego w IÅawie,Samodzielny Publiczny ZespÃ³Å Opieki Zdrowotnej w Åwidnicy,Bialmed Sp. z o.o.,SALUS INTERNATIONAL Sp. z o.o.,1325090.15,4379217.09,PL,PL,33600000,0,0.00591718,0,0.38983050847457623,0.07692307692307693,0.5983794138966553,0.5833333333333333,0.5,0.6666666666666666,0.30258608394314607,1,1
Szpital Specjalistyczny im. Edmunda Biernackiego,Samodzielny Publiczny ZakÅad Opieki Zdrowotnej Ministerstwa Spraw WewnÄtrznych i Administracji w Lublinie,Fresenius Kabi Polska Sp. z o.o.,Aesculap Chifa Sp. z o.o.,2006184.75,1275940.16,PL,PL,33600000,0,0.00587522,0,0.3612903225806452,0.0,0.6230572862582208,0.5964912280701755,0.375,0.7050992063492063,0.6360033192356785,1,1
WojewÃ³dzki Szpital Zespolony im. L. Rydygiera w Toruniu,"""Pleszewskie Centrum Medyczne w Pleszewie"" Sp. z o.o.",Informer Med Sp z o. o.,DrÃ¤ger Polska Sp. z o.o.,397876.7,712418.28,PL,PL,33100000,0,0.0040848833,0,0.3119266055045872,0.06666666666666667,0.6351452530697813,0.5833333333333333,0.1111111111111111,0.6743840579710145,0.558487494172665,1,1
Vrtec Radovljica,OSNOVNA Å OLA RUDOLFA MAISTRA,"KVIBO, druÅ¾ba za razvoj, proizvodnjo in trÅ¾enje, d.o.o.---PEKARNA PEÄJAK d.o.o.","HRIB Kmetijsko proizvodno podjetje, d.o.o., Dobje pri Planini---KVIBO, druÅ¾ba za razvoj, proizvodnjo in trÅ¾enje, d.o.o.",827072.75,297388.54,SI,SI,15000000,0,0.003955561,0,0.3555555555555555,0.0,0.4761334610472541,0.5615763546798029,0.3888888888888889,0.7070451745839773,0.3595675712928518,1,1
"Srednja gozdarska, lesarska in zdravstvena Å¡ola Postojna","Å OLSKE STORITVENE DEJAVNOSTI ""PETKA"" Å½ALEC","LJUBLJANSKE MLEKARNE, mlekarska industrija, d.o.o.---MLEKARNA CELEIA, mlekarstvo in sirarstvo, d.o.o.","HRIB Kmetijsko proizvodno podjetje, d.o.o., Dobje pri Planini---LJUBLJANSKE MLEKARNE, mlekarska industrija, d.o.o.",1254760.0,2233296.01,SI,SI,15000000,0,0.0038395114,0,0.37623762376237624,0.0,0.5881780453087754,0.5116279069767442,0.2222222222222222,0.7254227237605794,0.5618422252946219,1,1
Penitenciarul Oradea,"Institutul NaÈional de Boli InfecÈioase ""Prof. Dr. Matei BalÈ""",PARHAN COM S.R.L.,CARLAND S.R.L.,428170.5,296170.02,RO,RO,15000000,0,0.0034636687,0,0.3294117647058824,0.0,0.5960113960113961,0.7096774193548387,0.25,0.7710084033613445,0.6917104751495025,1,1
Samodzielny Publiczny ZakÅad Opieki Zdrowotnej Centralny Szpital Kliniczny  Uniwersytetu Medycznego w Åodzi,WojewÃ³dzki Szpital Podkarpacki im. Jana PawÅa II,Bialmed Sp. z o. o.,Alcon Polska Sp. z o.o. ,91571.56,4490328.23,PL,PL,33690000,0,0.0034636687,0,0.30188679245283023,0.05555555555555555,0.6147895733216834,0.6046511627906976,0.2857142857142857,0.6781537176274018,0.020393066009786992,1,1
CENTRUM ZDROWIA W MIKOÅOWIE SPÃÅKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",Asclepios S.A.,FARMEXIM S.A.,341594.15,144156.66,PL,RO,33690000,0,0.0034636687,0,0.33333333333333337,0.0,0.5894669472855051,0.5925925925925926,0.3333333333333333,0.6872710622710624,0.4220115010751794,1,0
Sosnowiecki Szpital Miejski sp. z o.o. w restrukturyzacji,WojewÃ³dzki Szpital Specjalistyczny im. Janusza Korczaka w SÅupsku Sp. z o.o.,Hurtownia Farmaceutyczna Medifarm Sp. z o.o.,Fresenius Kabi Polska Sp. z o.o.,834292.09,1109935.75,PL,PL,33600000,0,0.0032129898,0,0.4444444444444444,0.35714285714285715,0.6860728744939272,0.4736842105263158,0.3333333333333333,0.6457098155467721,0.7516580036276874,1,1
"""ZESPÃÅ OPIEKI ZDROWOTNEJ"" W KÅODZKU",GÃRNOÅLÄSKIE CENTRUM ZDROWIA DZIECKA IM. ÅW. JANA PAWÅA II SAMODZIELNY PUBLICZNY SZPITAL KLINICZNY NR 6 ÅLÄSKIEGO UNIWERSYTETU MEDYCZNEGO W KATOWICACH,Balton Sp.zo.o.,DIAGNOS Sp. z o.o.,327877.13,258143.29,PL,PL,33100000,0,0.0027485788,0,0.23469387755102045,0.041666666666666664,0.5544076588662575,0.6666666666666667,0.0,0.7666666666666667,0.7873171574973833,1,1
Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,Azienda Ospedaliera di Perugia,Alliance Impex SRL,NEW TECH SRL,1973366.86,3234865.7,RO,IT,33140000,0,0.0027485788,0,0.3294117647058824,0.0,0.5367889420520999,0.5333333333333333,0.2,0.6759259259259259,0.6100305369709784,1,0
"Miejskie Centrum Opieki dla OsÃ³b Starszych, Przewlekle NiepeÅnosprawnych oraz Niesamodzielnych w Krakowie",Katowickie Centrum Onkologii,Egis Polska Dystrybucja Sp. z o.o.,Farmacol-Logistyka Sp. z o.o.,292189.3,2216376.97,PL,PL,33600000,0,0.0025784958,0,0.2962962962962963,0.07142857142857142,0.5783802271341213,0.5396825396825398,0.42857142857142855,0.7072493165182115,0.1318319509519177,1,1
Szpital Miejski w Rudzie ÅlÄskiej Sp. z o. o.,Ortopedyczno - Rehabilitacyjny Szpital Kliniczny im. Wiktora Degi Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu'',Anmar Sp. z o.o. ,Paul Hartmann Polska Sp. z o.o.,412386.08,249327.52,PL,PL,33140000,0,0.002465458,0,0.31818181818181823,0.09523809523809523,0.5568581179664801,0.5833333333333333,0.42857142857142855,0.6554079696394687,0.6045973229746261,1,1
Ministerstvo obrany Slovenskej republiky,"Institutul NaÈional de Boli InfecÈioase ""Prof. Dr. Matei BalÈ""","INMEDIA, spol. s r.o.",S.C. AZTEC COMIMPEX S.R.L.,66671.02,521380.91,SK,RO,15000000,0,0.002452034,0,0.34285714285714286,0.0,0.5972811671087533,0.3829787234042553,0.0,0.6882631257631258,0.1278739185138175,1,0
Ministerul Apararii - Unitatea Militara nr. 02558 Timisoara,SPITALUL CLINIC DE RECUPERARE IASI,MEDICAL ORTOVIT---MLM MEDICAL S.R.L.,MEDICAL GRUP,1226491.29,560664.43,RO,RO,33140000,0,0.0023855655,0,0.3655913978494624,0.0,0.5812817956387248,0.375,0.25,0.6666666666666666,0.4571287497687815,1,1
Nemocnice Hranice a.s.,Uniwersytecki Szpital Kliniczny w BiaÅymstoku,SORAL & HANZLIK Medical s.r.o.,Medicavera Sp. z o.o. Dalhausen Group,38020.29,345040.72,CZ,PL,33100000,0,0.0023194114,0,0.3529411764705882,0.0,0.5359683794466403,0.35820895522388063,0.0,0.6634384384384385,0.11019073342995575,1,0
"DOM UPOKOJENCEV DR. FRANCETA BERGELJA, JESENICE",OSNOVNA Å OLA LESIÄNO,"KMETIJSKO GOSPODARSTVO BOBNAR, trgovina s sadjem in zelenjavo d.o.o.---SIPIC trgovina in proizvodnja d.o.o.","HRIB Kmetijsko proizvodno podjetje, d.o.o., Dobje pri Planini---LJUBLJANSKE MLEKARNE, mlekarska industrija, d.o.o.",907127.56,89024.87,SI,SI,15000000,0,0.0023194114,0,0.34782608695652173,0.0,0.48914678701912734,0.4524886877828054,0.09523809523809523,0.7094835467314562,0.09813930689086328,1,1
ZespÃ³Å ZakÅadÃ³w Opieki Zdrowotnej w Cieszynie,WojewÃ³dzkie Wielospecjalistyczne Centrum Onkologii i Traumatologii im. M. Kopernika w Åodzi,Intimex Sp. z o.o. Sp. K. ,Boston Scientific Polska Sp. z o. o.,458794.17,279879.86,PL,PL,33100000,0,0.0021769365,0,0.3098591549295775,0.0625,0.5845782481727183,0.4838709677419355,0.2222222222222222,0.6827246827246828,0.6100336017783312,1,1
Szpital Powiatowy we WrzeÅni Sp z o.o. w restrukturyzacji,Wielospecjalistyczny Szpital w Ostrowcu ÅwiÄtokrzyskim,Servier Polska Services Sp. z o.o.,BAYER Sp. z o. o. ---Urtica Sp. z o. o. ,487793.37,197384.97,PL,PL,33600000,0,0.0020704907,0,0.4035087719298246,0.16666666666666666,0.6580459770114943,0.5405405405405406,0.2222222222222222,0.6262923351158646,0.40464873477062635,1,1
OSNOVNA Å OLA BRINJE GROSUPLJE,VRTEC DRAVOGRAD,"KVIBO, druÅ¾ba za razvoj, proizvodnjo in trÅ¾enje, d.o.o.---RIBOGOJSTVO GORIÄAR reja in prodaja rib ter ribjih proizvodov d.o.o.","KOROÅ KE PEKARNE proizvodnja, trgovina in storitve d.d.---PEKARNA proizvodnja in trgovina d.o.o.---PODRAVKA trgovsko podjetje, d.o.o. Ljubljana",964297.96,342360.68,SI,SI,15000000,0,0.0017262979,0,0.2666666666666667,0.0,0.43333333333333335,0.4632352941176471,0.07142857142857142,0.6938508519903869,0.35503619648847956,1,1
OSNOVNA Å OLA NEZNANIH TALCEV DRAVOGRAD,VRTEC MIÅ KOLIN,GEAPRODUKT trgovsko podjetje na debelo in drobno d.o.o.,"HRIB Kmetijsko proizvodno podjetje, d.o.o., Dobje pri Planini",539902.1,806600.0,SI,SI,15000000,0,0.0017262979,0,0.2592592592592593,0.0,0.49914529914529915,0.4482758620689655,0.0,0.704067042484719,0.6693554425985618,1,1
KLINIÄKI BOLNIÄKI CENTAR RIJEKA,Szpital MrÄgowski im. MichaÅa Kajki SpÃ³Åka z ograniczonÄ odpowiedzialnoÅciÄ,Tamiko Instruments d.o.o.,SHIM-MED POLSKA sp. z o.o.,1609982.76,388584.68,HR,PL,33100000,0,0.0017262979,0,0.26086956521739135,0.0,0.5478044990240112,0.3921568627450981,0.0,0.6684615384615386,0.2413595285952006,1,0
Universitatea din Bucuresti,OSNOVNA Å OLA F.S. FINÅ½GARJA LESCE,PROVIGO TRADE S.R.L.,"PODRAVKA trgovsko podjetje, d.o.o. Ljubljana",35587.34,279970.61,RO,SI,15000000,0,0.0017262979,0,0.32258064516129037,0.0,0.48943155609822275,0.375,0.0,0.6771043771043771,0.12711098497088677,1,0
PsychiatrickÃ¡ nemocnice Bohnice,Szpital Specjalistyczny im. Ludwika Rydygiera w Krakowie Sp. z o.o.,"PHARMOS, a.s.",ASCLEPIOS S.A. ,1076.1,9450531.9,CZ,PL,33600000,0,0.0017262979,0,0.2828282828282829,0.0,0.5295768182895049,0.4285714285714286,0.0,0.6529914529914529,0.00011386660680971829,1,0
Pohjois-Pohjanmaan hyvinvointialue,MINISTERUL APARARII - UNITATEA MILITARA 02497 PITESTI,Melon Oy,MEDTRONIC ROMANIA,485000.0,395901.88,FI,RO,33140000,0,0.0017262979,0,0.29885057471264365,0.0,0.49875382129018436,0.48,0.0,0.7607843137254903,0.8162925360824742,1,0
Samodzielny Publiczny ZakÅad Opieki Zdrowotnej,ZespÃ³Å Opieki Zdrowotnej w BolesÅawcu,Medicavera Sp. z o.o. Dahlhausen Group,BILLMED,708884.01,89194.76,PL,PL,33140000,0,0.0012397092,0,0.5287356321839081,0.25,0.6609871882864332,0.1333333333333333,0.0,0.39223057644110276,0.1258241951317254,1,1
WojewÃ³dzki Szpital Specjalistyczny we WrocÅawiu,Specjalistyczny Szpital im.E.Szczeklika w Tarnowie,KD-Medical Polska Sp. z o.o.,Optimed Pro-Office Anna Szewczyk ,387840.3,87410.39,PL,PL,33140000,0,0.0012397092,0,0.46464646464646464,0.25,0.6785475271189556,0.360655737704918,0.0,0.5935482646008962,0.22537727513102687,1,1
4. Wojskowy Szpital Kliniczny z PoliklinikÄ Samodzielny Publiczny ZakÅad Opieki Zdrowotnej we WrocÅawiu,Uniwersytecki DzieciÄcy Szpital Kliniczny im. L. Zamenhofa w BiaÅymstoku ,MIP Pharma Polska Sp. z o.o.,Asclepios S.A.,8424020.17,162167.31,PL,PL,33600000,0,0.0012397092,0,0.430939226519337,0.1,0.6479434638533847,0.38095238095238093,0.0,0.6049783549783551,0.019250584249254,1,1
"SPITALUL CLINIC DE URGENTA PENTRU COPII ,,Maria Sklodowska Curie""",Spitalul Judetean de Urgenta Tulcea,PHARM AHEAD S.R.L.,ALLIANCE HEALTHCARE ROMANIA,3132264.24,1836291.24,RO,RO,33600000,0,0.0012397092,0,0.54,0.2727272727272727,0.6800189058253574,0.3111111111111111,0.0,0.5419753086419753,0.5862504243894825,1,1
Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",BIO EEL S.R.L.,B.BRAUN MEDICAL,539948.4,346967.33,RO,RO,33690000,0,0.0012397092,0,0.5641025641025641,0.23076923076923078,0.6717914438502675,0.27586206896551724,0.0,0.5174603174603175,0.6425934959710965,1,1
Spital Clinic Judetean de Urgenta Arad,"SPITAL CLINIC DE BOLI INFECTIOASE ""SF. PARASCHEVA"", IASI",EXIMIA MEDICAL,TZMO ROMANIA,1859588.75,669206.81,RO,RO,33140000,0,0.0012397092,0,0.5319148936170213,0.2727272727272727,0.6913728286232823,0.3846153846153846,0.0,0.5317460317460317,0.3598681751543184,1,1
Mazowiecki Szpital Specjalistyczny im. dr. JÃ³zefa Psarskiego w OstroÅÄce,Kliniczny Szpital WojewÃ³dzki nr 2 im. Åw. Jadwigi KrÃ³lowej w Rzeszowie,"GENESIS PHARM Sp. z o.o., ul. Obywatelska 128/152,",JANSSEN-CILAG POLSKA Z OGRANICZONÄ ODPOWIEDZIALNOÅCIÄ,1367594.07,1829241.63,PL,PL,33600000,0,0.0012397092,0,0.43243243243243246,0.17647058823529413,0.6599546250825652,0.30188679245283023,0.08333333333333333,0.5075824175824176,0.7476289887410884,1,1
Spitalul Clinic de Pneumoftiziologie Leon Daniello,Spital Clinic Judetean de Urgenta Arad,DONA. LOGISTICA,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,1787919.24,3268568.11,RO,RO,33690000,0,0.0012397092,0,0.5454545454545454,0.2,0.6853801169590642,0.35820895522388063,0.0,0.5196581196581196,0.5470038193574617,1,1
Institutul National de Gerontologie si Geriatrie  ANA ASLAN,Spital Clinic Judetean de Urgenta Arad,DONA. LOGISTICA,SC PHARMA SA,4147764.46,6706078.67,RO,RO,33690000,0,0.0012397092,0,0.4329896907216495,0.07692307692307693,0.6594093815046089,0.2962962962962963,0.0,0.3666666666666667,0.618508172079049,1,1
Uniwersytecki Szpital Kliniczny w Olsztynie,Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie,"Frost Tomasz Jankowski, ul. Dobra 9, 05-092 Åomianki",ADVANCE Europe Biuro Techniczno - Handlowe Sp. zo.o. ,120232.23,1805618.93,PL,PL,33100000,0,0.0012397092,0,0.5918367346938775,0.3,0.6643914225309574,0.28301886792452835,0.0,0.5727328058429701,0.06658782094181966,1,1
SPITALUL DE PNEUMOFTIZIOLOGIE GALATI,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",MEDIPLUS EXIM,FARMEXIM S.A.,1419314.18,2838459.84,RO,RO,33690000,0,0.0011494698,0,0.4269662921348315,0.09090909090909091,0.6442348008385744,0.3846153846153846,0.0,0.5970695970695971,0.5000296851126137,1,1
Samodzielny Publiczny Szpital Kliniczny im. A.MielÄckiego ÅlÄskiego Uniwersytetu Medycznego w Katowicach,Narodowy Instytut Onkologii im. Marii SkÅodowskiej-Curie â PaÅstwowy Instytut Badawczy OddziaÅ w Gliwicach,DELFARMA Sp. z o.o. 93-231 ÅÃ³dÅº ul. Dostawcza 17,Gilead Sciences Poland Sp. z o.o.,191433.17,327551.27,PL,PL,33600000,0,0.0011118382,0,0.45871559633027525,0.09090909090909091,0.669532580747534,0.3571428571428571,0.25,0.5629827688651218,0.5844372699272392,1,1
SPITALUL GENERAL C.F GALATI,Szpital Uniwersytecki nr 2 im. dr Jana Biziela w Bydgoszczy,EUROPHARM HOLDING---MEDIPLUS EXIM,Amgen Sp. z o.o.,1273637.23,7173261.53,RO,PL,33690000,0,0.0011036337,0,0.37209302325581395,0.0,0.6534744811580969,0.24489795918367352,0.0,0.4635942760942761,0.1775534357242374,1,0
"Institutul de Diabet, Nutritie si Boli Metabolice ""Prof. dr. N. C. Paulescu""",Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,ALLIANCE HEALTHCARE ROMANIA---BIO EEL S.R.L.---DONA. LOGISTICA---FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.---FARMEXIM S.A.---FELSIN FARM S.R.L.---MEDIPLUS EXIM---Romastru Trading,PHARMAFARM,1516945.62,1175472.49,RO,RO,33690000,0,0.0011036337,0,0.3779527559055118,0.05555555555555555,0.6412600127770406,0.09045226130653261,0.0,0.5380952380952381,0.7748942839493481,1,1
FundaciÃ³n para la InvestigaciÃ³n BiomÃ©dica del Hospital ClÃ­nico San Carlos,Samodzielny Publiczny Specjalistyczny Szpital Zachodni im. Åw. Jana PawÅa II,PERKINELMER ESPAÃA S.L.,Medtronic Poland Sp. z o.o. ,425000.0,2629023.36,ES,PL,33100000,0,0.0011036337,0,0.37419354838709673,0.0,0.6781690531690532,0.3846153846153846,0.0,0.5753968253968255,0.16165698885231664,1,0
Spital Clinic Judetean de Urgenta Arad,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",EUROPHARM HOLDING S.A.---FARMEXIM S.A.,INFOMED FLUIDS S.R.L.,2018528.35,4588222.52,RO,RO,33690000,0,0.0011036337,0,0.37362637362637363,0.07692307692307693,0.6407260289087499,0.3728813559322034,0.0,0.5818191311612364,0.439936890855067,1,1
"Szpital Wolski im. dr Anny GostyÅskiej, Samodzielny Publiczny ZakÅad Opieki Zdrowotnej",SPITALUL  CLINIC JUDETEAN DE URGENTA BRAILA,URTICA Sp.zo.o.,PHARM AHEAD S.R.L.,2689950.88,9443477.54,PL,RO,33690000,0,0.0011036337,0,0.35114503816793896,0.0,0.6490393531397204,0.4242424242424242,0.0,0.575925925925926,0.28484749062049447,1,0
Spital Clinic Judetean de Urgenta Arad,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",ALLIANCE HEALTHCARE ROMÃNIA SRL,MEDIPLUS EXIM,6704220.36,3120810.62,RO,RO,33690000,0,0.0011036337,0,0.37362637362637363,0.07692307692307693,0.6407260289087499,0.1777777777777778,0.0,0.4904990842490842,0.4654994096882579,1,1
